id,Viti,Kategoria_Ekonomike,Drejtoria,Shuma,tremujori
5997,2019,30 - Shpenzimet Kapitale,Administrata dhe Personeli,20024,3
5998,2019,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),15148,3
5999,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),74911,1
6000,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,61978,3
6001,2019,11 - Paga dhe Mëditje,Kultura,5484,1
6002,2019,20 - Subvencione dhe Transfere,Kultura,51675,4
6003,2019,132 - Shpenzimet Komunale,Shërbimet Sociale,40841,4
6004,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,81469,2
6005,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),32568,4
6006,2019,30 - Shpenzimet Kapitale,Administrata dhe Personeli,63633,2
6007,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,30445,2
6008,2019,11 - Paga dhe Mëditje,Kultura,83056,2
6009,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,67621,2
6010,2019,132 - Shpenzimet Komunale,Shërbimet Sociale,13800,3
6011,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,27936,4
6012,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),13228,2
6013,2019,11 - Paga dhe Mëditje,Administrata e Arsimit,62737,1
6014,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),56948,2
6015,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),30816,2
6016,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,2514,1
6017,2019,11 - Paga dhe Mëditje,Kultura,30409,3
6018,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,43727,4
6019,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,66090,1
6020,2019,11 - Paga dhe Mëditje,Kultura,58718,1
6021,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,6455,1
6022,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,71446,1
6023,2019,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,40751,4
6024,2019,20 - Subvencione dhe Transfere,Shërbimet Sociale,59931,2
6025,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,85623,1
6026,2019,132 - Shpenzimet Komunale,Administrata e Arsimit,17269,3
6027,2019,30 - Shpenzimet Kapitale,Administrata dhe Personeli,23306,3
6028,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,59585,4
6029,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),59422,3
6030,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,89558,3
6031,2019,132 - Shpenzimet Komunale,Kultura,63431,3
6032,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,82344,3
6033,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,73357,2
6034,2019,20 - Subvencione dhe Transfere,Administrata dhe Personeli,14443,4
6035,2019,11 - Paga dhe Mëditje,Kultura,87587,3
6036,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,35359,4
6037,2019,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,909,2
6038,2019,11 - Paga dhe Mëditje,Administrata dhe Personeli,16802,3
6039,2019,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,75282,1
6040,2019,30 - Shpenzimet Kapitale,Administrata e Arsimit,51588,1
6041,2019,20 - Subvencione dhe Transfere,Administrata dhe Personeli,28367,1
6042,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,17488,4
6043,2019,30 - Shpenzimet Kapitale,Kultura,20209,2
6044,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,84579,3
6045,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,70417,4
6046,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,16593,4
6047,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,41047,1
6048,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,6769,4
6049,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,71876,1
6050,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,1639,2
6051,2019,132 - Shpenzimet Komunale,Administrata e Arsimit,46563,2
6052,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,74622,4
6053,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,20791,4
6054,2019,30 - Shpenzimet Kapitale,Administrata dhe Personeli,54299,2
6055,2019,132 - Shpenzimet Komunale,Kultura,19315,3
6056,2019,132 - Shpenzimet Komunale,Shërbimet Sociale,26733,1
6057,2019,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,43314,2
6058,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,21961,3
6059,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,21532,3
6060,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,31439,1
6061,2019,20 - Subvencione dhe Transfere,Kultura,1440,1
6062,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,79897,2
6063,2019,132 - Shpenzimet Komunale,Administrata e Arsimit,28741,2
6064,2019,30 - Shpenzimet Kapitale,Kultura,49493,3
6065,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,56217,3
6066,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,6581,2
6067,2019,11 - Paga dhe Mëditje,Kultura,25138,4
6068,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,8472,2
6069,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,13332,2
6070,2019,11 - Paga dhe Mëditje,Shërbimet Sociale,64010,2
6071,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,34700,3
6072,2019,20 - Subvencione dhe Transfere,Administrata dhe Personeli,24968,3
6073,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),50997,1
6074,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,18107,3
6075,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,77710,2
6076,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,17149,3
6077,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,74404,2
6078,2019,132 - Shpenzimet Komunale,Administrata e Arsimit,17530,1
6079,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),45400,1
6080,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,70383,3
6081,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,86451,4
6082,2019,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,76486,1
6083,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),24102,2
6084,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,59803,2
6085,2019,11 - Paga dhe Mëditje,Administrata e Arsimit,32741,4
6086,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),36957,4
6087,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,71233,3
6088,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,38722,2
6089,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,86977,1
6090,2019,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,57130,3
6091,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,87391,2
6092,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,85971,3
6093,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,22123,4
6094,2019,20 - Subvencione dhe Transfere,Kultura,39548,4
6095,2019,11 - Paga dhe Mëditje,Shërbimet Sociale,89499,2
6096,2019,132 - Shpenzimet Komunale,Shërbimet Sociale,54471,4
6097,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,5833,3
6098,2019,20 - Subvencione dhe Transfere,Kultura,39117,3
6099,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),70299,1
6100,2019,132 - Shpenzimet Komunale,Kultura,86826,2
6101,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),54279,1
6102,2019,11 - Paga dhe Mëditje,Administrata dhe Personeli,74147,1
6103,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),16324,4
6104,2019,132 - Shpenzimet Komunale,Kultura,87008,1
6105,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,46040,4
6106,2019,20 - Subvencione dhe Transfere,Shërbimet Sociale,84151,2
6107,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,88538,1
6108,2019,30 - Shpenzimet Kapitale,Kultura,46850,4
6109,2019,11 - Paga dhe Mëditje,Administrata e Arsimit,30516,4
6110,2019,11 - Paga dhe Mëditje,Administrata dhe Personeli,4280,4
6111,2019,11 - Paga dhe Mëditje,Administrata e Arsimit,57201,2
6112,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),13971,4
6113,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,28893,1
6114,2019,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,65854,1
6115,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),20128,4
6116,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),19240,1
6117,2019,20 - Subvencione dhe Transfere,Kultura,53738,1
6118,2019,30 - Shpenzimet Kapitale,Kultura,81339,4
6119,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),3118,1
6120,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,55232,4
6121,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,43638,2
6122,2019,20 - Subvencione dhe Transfere,Infrastruktura Publike,17341,3
6123,2019,30 - Shpenzimet Kapitale,Administrata e Arsimit,30586,3
6124,2019,11 - Paga dhe Mëditje,Kultura,27286,4
6125,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,48444,4
6126,2019,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,60345,1
6127,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,49644,2
6128,2019,132 - Shpenzimet Komunale,Administrata e Arsimit,44663,3
6129,2019,132 - Shpenzimet Komunale,Shërbimet Sociale,24159,3
6130,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,75491,4
6131,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,11722,4
6132,2019,132 - Shpenzimet Komunale,Kultura,58877,4
6133,2019,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,52457,2
6134,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,63395,2
6135,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,64447,4
6136,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,63686,4
6137,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,7696,3
6138,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,88486,1
6139,2019,30 - Shpenzimet Kapitale,Infrastruktura Publike,84007,2
6140,2019,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,19670,4
6141,2019,20 - Subvencione dhe Transfere,Shërbimet Sociale,14654,4
6142,2019,20 - Subvencione dhe Transfere,Administrata e Arsimit,78750,1
6143,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),66380,1
6144,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,47555,4
6145,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,35708,2
6146,2019,132 - Shpenzimet Komunale,Kultura,28452,4
6147,2019,30 - Shpenzimet Kapitale,Administrata dhe Personeli,26992,2
6148,2019,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),87052,1
6149,2019,30 - Shpenzimet Kapitale,Infrastruktura Publike,53930,2
6150,2019,11 - Paga dhe Mëditje,Shërbimet Sociale,47002,3
6151,2019,11 - Paga dhe Mëditje,Kultura,88009,4
6152,2019,30 - Shpenzimet Kapitale,Kultura,45671,3
6153,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),14874,4
6154,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,87430,1
6155,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,72772,2
6156,2019,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,70793,2
6157,2019,20 - Subvencione dhe Transfere,Kultura,41266,1
6158,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),52847,4
6159,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),14924,4
6160,2019,132 - Shpenzimet Komunale,Infrastruktura Publike,26902,3
6161,2019,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,57665,1
6162,2019,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,8961,3
6163,2019,20 - Subvencione dhe Transfere,Shërbimet Sociale,15961,2
6164,2019,132 - Shpenzimet Komunale,Kultura,51108,3
6165,2019,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),34579,3
6166,2019,11 - Paga dhe Mëditje,Kultura,86352,4
6167,2019,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),84318,2
6168,2019,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,76378,4
6169,2019,20 - Subvencione dhe Transfere,Kultura,54231,1
6170,2019,30 - Shpenzimet Kapitale,Infrastruktura Publike,27407,3
6171,2019,30 - Shpenzimet Kapitale,Shërbimet Sociale,11271,1
6172,2019,11 - Paga dhe Mëditje,Infrastruktura Publike,74179,4
6173,2019,20 - Subvencione dhe Transfere,Kultura,50958,3
6174,2019,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),75189,2
6175,2019,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),54722,1
6176,2019,20 - Subvencione dhe Transfere,Kultura,81775,3
6177,2019,20 - Subvencione dhe Transfere,Administrata dhe Personeli,81089,4
6178,2019,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,39952,2
6179,2019,30 - Shpenzimet Kapitale,Infrastruktura Publike,45488,2
6180,2019,132 - Shpenzimet Komunale,Administrata dhe Personeli,63730,1
6181,2019,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,2269,2
6182,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,4688,4
6183,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,84680,2
6184,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),13621,4
6185,2018,132 - Shpenzimet Komunale,Shërbimet Sociale,41393,2
6186,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,30616,4
6187,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,73751,4
6188,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,29419,3
6189,2018,30 - Shpenzimet Kapitale,Kultura,48489,4
6190,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,48333,1
6191,2018,20 - Subvencione dhe Transfere,Administrata e Arsimit,29323,2
6192,2018,30 - Shpenzimet Kapitale,Administrata dhe Personeli,85468,2
6193,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,35606,4
6194,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,70854,1
6195,2018,30 - Shpenzimet Kapitale,Administrata dhe Personeli,66899,1
6196,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,32185,2
6197,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,57244,3
6198,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,89921,1
6199,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),80085,2
6200,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,30979,4
6201,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,12354,4
6202,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,5096,1
6203,2018,20 - Subvencione dhe Transfere,Kultura,47677,2
6204,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,24510,4
6205,2018,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),4317,4
6206,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,22659,2
6207,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,62928,2
6208,2018,30 - Shpenzimet Kapitale,Kultura,84217,3
6209,2018,30 - Shpenzimet Kapitale,Shërbimet Sociale,14266,4
6210,2018,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,77129,4
6211,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,37375,3
6212,2018,20 - Subvencione dhe Transfere,Administrata e Arsimit,20405,2
6213,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,39616,4
6214,2018,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,69844,2
6215,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,86396,3
6216,2018,132 - Shpenzimet Komunale,Kultura,32982,3
6217,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,39491,4
6218,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,70042,1
6219,2018,11 - Paga dhe Mëditje,Administrata dhe Personeli,76588,4
6220,2018,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,25142,2
6221,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,16554,1
6222,2018,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,86884,2
6223,2018,132 - Shpenzimet Komunale,Administrata dhe Personeli,86469,3
6224,2018,30 - Shpenzimet Kapitale,Administrata e Arsimit,1551,1
6225,2018,20 - Subvencione dhe Transfere,Administrata dhe Personeli,53826,2
6226,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,15904,3
6227,2018,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,9332,4
6228,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,14398,4
6229,2018,132 - Shpenzimet Komunale,Kultura,1509,4
6230,2018,11 - Paga dhe Mëditje,Shërbimet Sociale,54317,4
6231,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,76165,1
6232,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,12265,3
6233,2018,11 - Paga dhe Mëditje,Administrata dhe Personeli,1525,1
6234,2018,20 - Subvencione dhe Transfere,Shërbimet Sociale,58849,2
6235,2018,132 - Shpenzimet Komunale,Shërbimet Sociale,80005,2
6236,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,4952,1
6237,2018,132 - Shpenzimet Komunale,Shërbimet Sociale,65368,4
6238,2018,20 - Subvencione dhe Transfere,Kultura,74654,2
6239,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,74631,2
6240,2018,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),48185,2
6241,2018,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),74061,4
6242,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,51450,4
6243,2018,20 - Subvencione dhe Transfere,Administrata e Arsimit,73818,4
6244,2018,30 - Shpenzimet Kapitale,Administrata e Arsimit,20039,4
6245,2018,132 - Shpenzimet Komunale,Infrastruktura Publike,64150,2
6246,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),79554,1
6247,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),89458,1
6248,2018,132 - Shpenzimet Komunale,Administrata dhe Personeli,71306,4
6249,2018,132 - Shpenzimet Komunale,Administrata dhe Personeli,46157,3
6250,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),1880,4
6251,2018,20 - Subvencione dhe Transfere,Administrata e Arsimit,63000,3
6252,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,44090,4
6253,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),12091,1
6254,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,60684,1
6255,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,48966,2
6256,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,43237,1
6257,2018,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),34577,1
6258,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,9546,4
6259,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,54339,2
6260,2018,20 - Subvencione dhe Transfere,Shërbimet Sociale,33458,1
6261,2018,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,78302,3
6262,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,5394,1
6263,2018,132 - Shpenzimet Komunale,Kultura,48642,3
6264,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,5845,3
6265,2018,11 - Paga dhe Mëditje,Shërbimet Sociale,31645,4
6266,2018,20 - Subvencione dhe Transfere,Administrata dhe Personeli,26504,1
6267,2018,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,68502,1
6268,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,46584,4
6269,2018,11 - Paga dhe Mëditje,Shërbimet Sociale,50750,2
6270,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,65949,4
6271,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,74093,2
6272,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,49848,3
6273,2018,30 - Shpenzimet Kapitale,Administrata dhe Personeli,44574,2
6274,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,74104,2
6275,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),39652,4
6276,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,59224,2
6277,2018,11 - Paga dhe Mëditje,Kultura,28178,2
6278,2018,11 - Paga dhe Mëditje,Kultura,14993,3
6279,2018,11 - Paga dhe Mëditje,Shërbimet Sociale,18163,2
6280,2018,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,14151,1
6281,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,80984,3
6282,2018,11 - Paga dhe Mëditje,Kultura,84188,2
6283,2018,20 - Subvencione dhe Transfere,Shërbimet Sociale,88112,1
6284,2018,30 - Shpenzimet Kapitale,Shërbimet Sociale,22577,2
6285,2018,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),40464,4
6286,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,53172,2
6287,2018,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,60959,1
6288,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,32335,3
6289,2018,132 - Shpenzimet Komunale,Shërbimet Sociale,1624,3
6290,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,11646,1
6291,2018,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),1388,3
6292,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,55398,2
6293,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,72390,3
6294,2018,132 - Shpenzimet Komunale,Kultura,55739,1
6295,2018,11 - Paga dhe Mëditje,Administrata dhe Personeli,32683,1
6296,2018,20 - Subvencione dhe Transfere,Administrata e Arsimit,18386,2
6297,2018,30 - Shpenzimet Kapitale,Administrata dhe Personeli,30216,1
6298,2018,30 - Shpenzimet Kapitale,Kultura,52477,2
6299,2018,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,72214,4
6300,2018,132 - Shpenzimet Komunale,Kultura,30994,3
6301,2018,132 - Shpenzimet Komunale,Kultura,60341,3
6302,2018,20 - Subvencione dhe Transfere,Shërbimet Sociale,68188,3
6303,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,41372,4
6304,2018,11 - Paga dhe Mëditje,Kultura,76187,2
6305,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,68107,2
6306,2018,20 - Subvencione dhe Transfere,Kultura,72606,1
6307,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,10542,4
6308,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),74005,2
6309,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,17954,2
6310,2018,11 - Paga dhe Mëditje,Administrata dhe Personeli,32421,2
6311,2018,11 - Paga dhe Mëditje,Administrata e Arsimit,23441,1
6312,2018,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),42227,1
6313,2018,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,33145,4
6314,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),27274,1
6315,2018,132 - Shpenzimet Komunale,Shërbimet Sociale,34647,2
6316,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),14500,3
6317,2018,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),71727,3
6318,2018,30 - Shpenzimet Kapitale,Shërbimet Sociale,87104,3
6319,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,31873,4
6320,2018,132 - Shpenzimet Komunale,Infrastruktura Publike,88276,2
6321,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,20812,2
6322,2018,20 - Subvencione dhe Transfere,Kultura,41887,4
6323,2018,30 - Shpenzimet Kapitale,Administrata dhe Personeli,49608,1
6324,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,12234,3
6325,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,71039,3
6326,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,16595,2
6327,2018,132 - Shpenzimet Komunale,Administrata dhe Personeli,51084,4
6328,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,29559,1
6329,2018,11 - Paga dhe Mëditje,Kultura,799,1
6330,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,85345,3
6331,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,45501,1
6332,2018,132 - Shpenzimet Komunale,Infrastruktura Publike,65796,2
6333,2018,11 - Paga dhe Mëditje,Kultura,53433,1
6334,2018,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,53897,4
6335,2018,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,17443,4
6336,2018,132 - Shpenzimet Komunale,Administrata e Arsimit,37053,1
6337,2018,30 - Shpenzimet Kapitale,Infrastruktura Publike,71567,2
6338,2018,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,22590,1
6339,2018,20 - Subvencione dhe Transfere,Kultura,15193,1
6340,2018,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,74957,2
6341,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),22473,4
6342,2018,30 - Shpenzimet Kapitale,Administrata e Arsimit,80121,3
6343,2018,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,66438,4
6344,2018,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),7285,2
6345,2018,20 - Subvencione dhe Transfere,Infrastruktura Publike,15528,4
6346,2018,11 - Paga dhe Mëditje,Infrastruktura Publike,3185,3
